id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1839,BNB,BNB,bnb,2979,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137736351.07,137736351.07,137736351.07,False,120249607303.71,,5,,,,2025-11-29T18:44:00.000Z,873.0419120991618,1446447009.1050956,-26.5734,-0.47319693,-1.01312706,5.2746693,-18.00654941,-12.87650327,0.94639328,120249607303.71422,3.9064,120249607303.71,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:45:02.171211
3408,USDC,USDC,usd-coin,34966,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,76557334719.21361,76557334719.21361,False,76554885253.99,,6,60901219650.23,60899271105.13104,,2025-11-29T18:43:00.000Z,0.9999680048263376,7411422954.496486,-41.4515,-0.00937125,-0.01607908,0.0147549,0.02408519,0.01768705,0.02407498,76554885253.99414,2.4869,76554885253.99,,2025-11-29T18:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-11-29 20:45:02.171211
5426,Solana,SOL,solana,1055,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,559530068.2739049,615071134.620601,True,83462579766.16,,7,525236893.3,71272449048.06116,,2025-11-29T18:43:00.000Z,135.6958164158366,2620598811.314007,-44.7311,-0.91712866,-0.97904954,6.27394892,-25.1395562,-34.44254897,-33.94811634,75925889423.63632,2.4665,83462579766.16,,2025-11-29T18:43:00.000Z,,,,,,2025-11-29 20:45:02.171211
1958,TRON,TRX,tron,1262,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94678887012.6996,94678886984.1715,True,26601059398.72,,8,94667886298.43,26597968636.842224,,2025-11-29T18:44:00.000Z,0.28096083769098934,412350910.24841636,-24.8511,-0.04592157,0.06384378,2.77268193,-3.13728642,-15.75647778,-17.93931326,26601059406.73861,0.8641,26601059398.72,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:45:02.171211
74,Dogecoin,DOGE,dogecoin,1352,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151977106383.70523,151977106383.70523,True,22480903437.53,,9,,,,2025-11-29T18:43:00.000Z,0.14792296005936062,693156847.6091167,-45.5607,-0.22623345,-1.04452508,6.36938619,-17.18237774,-35.7960657,-32.25735896,22480903437.534027,0.7303,22480903437.53,,2025-11-29T18:43:00.000Z,,,,,,2025-11-29 20:45:02.171211
2010,Cardano,ADA,cardano,1629,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35893941446.25879,44994771011.645424,False,18684067071.19,,10,37997904336.0,15778619986.637075,,2025-11-29T18:44:00.000Z,0.4152497423835052,399708041.4496806,-34.8907,-0.28157101,-0.88817737,3.49767206,-30.22979157,-47.30189404,-49.72598925,14904949938.687582,0.4842,18686238407.26,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:45:02.171211
1,Bitcoin,BTC,bitcoin,12489,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19955375.0,19955375.0,False,1806711758956.75,,1,,,,2025-11-29T18:44:00.000Z,90537.59996776556,39152309589.11269,-33.3009,-0.11385743,-0.37171978,7.14024925,-15.34924548,-20.21531973,-17.05127392,1806711758956.7498,58.692,1901289599323.08,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:46:03.316446
1027,Ethereum,ETH,ethereum,11215,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120695520.90039237,120695520.90039237,True,361211303124.94,,2,,,,2025-11-29T18:44:00.000Z,2992.7482016754907,13456810748.534578,-34.1591,0.17567921,-1.57111013,8.90539688,-19.66199211,-27.20853337,-33.2219251,361211303124.93585,11.7341,361211303124.94,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:46:03.316446
825,Tether USDt,USDT,tether,160235,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,184617105483.98312,186868037065.4917,True,186928297348.21,,3,,,,2025-11-29T18:44:00.000Z,1.0003224750667281,59776497209.08441,-34.7059,0.00414195,-0.00723431,0.09503169,0.05855645,0.02047174,0.03460169,184676639897.39322,5.9993,186928297348.21,,2025-11-29T18:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-11-29 20:46:03.316446
52,XRP,XRP,xrp,1763,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60331635327.0,99985752852.0,False,220029685313.76,,4,,,,2025-11-29T18:44:00.000Z,2.200610377354926,2364784293.4241457,-43.9199,-0.42655522,1.35360892,14.2543269,-9.09411136,-22.35043186,-21.93575101,132766422783.38927,4.313,220061037735.49,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:46:03.316446
1839,BNB,BNB,bnb,2979,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137736351.07,137736351.07,137736351.07,False,120266956372.71,,5,,,,2025-11-29T18:45:00.000Z,873.1678706341672,1446576468.6233308,-26.5837,-0.45626259,-1.01713235,5.30205574,-17.97223334,-12.91521826,0.96705633,120266956372.71199,3.9069,120266956372.71,,2025-11-29T18:45:00.000Z,,,,,,2025-11-29 20:46:03.316446
3408,USDC,USDC,usd-coin,34966,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,76557334719.21361,76557334719.21361,False,76555537781.83,,6,60901219650.23,60899790189.82727,,2025-11-29T18:44:00.000Z,0.9999765282138692,7407379369.262788,-41.546,0.01762092,-0.01615243,0.01553305,0.04225786,0.02035875,0.01084112,76555537781.82634,2.4869,76555537781.83,,2025-11-29T18:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-11-29 20:46:03.316446
5426,Solana,SOL,solana,1055,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,559530068.2739049,615071134.620601,True,83472518925.05,,7,525236893.3,71280936542.66557,,2025-11-29T18:44:00.000Z,135.71197578071116,2620703975.8875933,-44.724,-0.90412786,-1.0098303,6.28341727,-25.1107144,-34.44783943,-33.93766775,75934931074.16785,2.4668,83472518925.05,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:46:03.316446
1958,TRON,TRX,tron,1262,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94678887012.6996,94678886984.1715,True,26601059398.72,,8,94667886298.43,26597968636.842224,,2025-11-29T18:44:00.000Z,0.28096083769098934,412350910.24841636,-24.8511,-0.04592157,0.06384378,2.77268193,-3.13728642,-15.75647778,-17.93931326,26601059406.73861,0.8641,26601059398.72,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:46:03.316446
74,Dogecoin,DOGE,dogecoin,1352,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151977106383.70523,151977106383.70523,True,22484816545.92,,9,,,,2025-11-29T18:44:00.000Z,0.14794870807155938,693004704.7770112,-45.5572,-0.19815911,-1.04335479,6.37799805,-17.15373335,-35.78592932,-32.24850577,22484816545.92313,0.7304,22484816545.92,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:46:03.316446
2010,Cardano,ADA,cardano,1629,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35893941446.25879,44994771011.645424,False,18684067071.19,,10,37997904336.0,15778619986.637075,,2025-11-29T18:44:00.000Z,0.4152497423835052,399708041.4496806,-34.8907,-0.28157101,-0.88817737,3.49767206,-30.22979157,-47.30189404,-49.72598925,14904949938.687582,0.4842,18686238407.26,,2025-11-29T18:44:00.000Z,,,,,,2025-11-29 20:46:03.316446
1,Bitcoin,BTC,bitcoin,12489,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19955375.0,19955375.0,False,1808215049799.09,,1,,,,2025-11-29T18:45:00.000Z,90612.93259580893,39118474792.45329,-33.4059,-0.03331108,-0.26124292,7.24402349,-15.31737317,-20.17251992,-17.00381679,1808215049799.0906,58.7408,1902871584511.99,,2025-11-29T18:45:00.000Z,,,,,,2025-11-29 20:47:04.443332
1027,Ethereum,ETH,ethereum,11215,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120695520.90039237,120695520.90039237,True,361341979005.1,,2,,,,2025-11-29T18:45:00.000Z,2993.8308920619106,13323576904.515099,-34.8247,0.22414893,-1.54411509,8.96385569,-19.68250336,-27.20229457,-33.23138346,361341979005.09863,11.7384,361341979005.1,,2025-11-29T18:45:00.000Z,,,,,,2025-11-29 20:47:04.443332
825,Tether USDt,USDT,tether,160235,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,184617105483.98312,186868037065.4917,True,186911967469.72,,3,,,,2025-11-29T18:45:00.000Z,1.0002350878455346,59723307018.30021,-34.7686,-0.01278318,-0.01339038,0.088878,0.03059403,-0.00113685,0.01480863,184660506721.56018,5.9988,186911967469.72,,2025-11-29T18:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-11-29 20:47:04.443332
52,XRP,XRP,xrp,1763,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60331635327.0,99985752852.0,False,220059163204.97,,4,,,,2025-11-29T18:45:00.000Z,2.200905198270634,2364898206.2250204,-43.9276,-0.39499274,1.35716876,14.31016155,-9.02623464,-22.35561579,-21.91471704,132784209811.3625,4.3136,220090519827.06,,2025-11-29T18:45:00.000Z,,,,,,2025-11-29 20:47:04.443332
1839,BNB,BNB,bnb,2979,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137736351.07,137736351.07,137736351.07,False,120266956372.71,,5,,,,2025-11-29T18:45:00.000Z,873.1678706341672,1446576468.6233308,-26.5837,-0.45626259,-1.01713235,5.30205574,-17.97223334,-12.91521826,0.96705633,120266956372.71199,3.9069,120266956372.71,,2025-11-29T18:45:00.000Z,,,,,,2025-11-29 20:47:04.443332
3408,USDC,USDC,usd-coin,34966,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,76557334719.21361,76557334719.21361,False,76547218392.12,,6,60901219650.23,60893172130.54515,,2025-11-29T18:45:00.000Z,0.9998678594660161,7312137859.815252,-42.4613,-0.01456929,-0.02927982,0.01162965,0.00574384,-0.00711003,-0.01533325,76547218392.12343,2.4867,76547218392.12,,2025-11-29T18:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-11-29 20:47:04.443332
5426,Solana,SOL,solana,1055,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,559530068.2739049,615071134.620601,True,83497270939.75,,7,525236893.3,71302073400.78424,,2025-11-29T18:45:00.000Z,135.7522183043958,2619459704.9996843,-44.7757,-0.87035351,-1.00306887,6.3356825,-25.13425247,-34.51335047,-33.89470885,75957447976.19263,2.4675,83497270939.75,,2025-11-29T18:45:00.000Z,,,,,,2025-11-29 20:47:04.443332
1958,TRON,TRX,tron,1262,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94678887012.6996,94678886984.1715,True,26602765545.95,,8,94667886298.43,26599674585.828846,,2025-11-29T18:46:00.000Z,0.28097885804671213,413310617.68753475,-24.4713,-0.01827286,0.0700338,2.78278271,-3.14613968,-15.7362777,-17.93996832,26602765553.962017,0.8642,26602765545.95,,2025-11-29T18:46:00.000Z,,,,,,2025-11-29 20:47:04.443332
74,Dogecoin,DOGE,dogecoin,1352,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151977106383.70523,151977106383.70523,True,22486208917.15,,9,,,,2025-11-29T18:45:00.000Z,0.14795786978848244,693004260.8735011,-45.5635,-0.19210198,-1.03630097,6.40634892,-17.10151867,-35.82140781,-32.23020426,22486208917.1506,0.7305,22486208917.15,,2025-11-29T18:45:00.000Z,,,,,,2025-11-29 20:47:04.443332
2010,Cardano,ADA,cardano,1629,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35893941446.25879,44994771011.645424,False,18711891411.49,,10,37997904336.0,15802117530.844496,,2025-11-29T18:46:00.000Z,0.41586813291366814,399697340.81038105,-34.8477,-0.0624202,-0.81548983,3.60366211,-30.0634979,-47.24951213,-49.65037332,14927146412.16817,0.4849,18714065981.12,,2025-11-29T18:46:00.000Z,,,,,,2025-11-29 20:47:04.443332
1,Bitcoin,BTC,bitcoin,12489,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19955375.0,19955375.0,False,1809582898007.61,,1,,,,2025-11-29T18:46:00.000Z,90681.47794805228,39566918824.42214,-32.3699,0.02656119,-0.20655872,7.27950926,-15.3205951,-20.11828018,-16.93218839,1809582898007.6138,58.7852,1904311036909.1,,2025-11-29T18:46:00.000Z,,,,,,2025-11-29 20:48:05.684093
1027,Ethereum,ETH,ethereum,11215,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120695520.90039237,120695520.90039237,True,361590697040.64,,2,,,,2025-11-29T18:46:00.000Z,2995.8915984881673,13676727447.856724,-32.3529,0.25982117,-1.50410948,8.99107752,-19.67790184,-27.14763997,-33.18396089,361590697040.6385,11.7465,361590697040.64,,2025-11-29T18:46:00.000Z,,,,,,2025-11-29 20:48:05.684093
825,Tether USDt,USDT,tether,160235,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,184617105483.98312,186868037065.4917,True,186990924260.72,,3,,,,2025-11-29T18:46:00.000Z,1.0006576148449629,59940039733.07643,-34.5396,0.02716052,0.05444367,0.11113485,0.07310482,0.03845194,0.07112616,184738512433.18347,6.0013,186990924260.72,,2025-11-29T18:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-11-29 20:48:05.684093
